Year,Recession probability
1960,0
1960.08333333333,0
1960.16666666667,0
1960.25,0
1960.33333333333,0
1960.41666666667,0
1960.5,0
1960.58333333333,0.153846153846154
1960.66666666667,0.288461538461538
1960.75,0.461538461538462
1960.83333333333,0.634615384615385
1960.91666666667,0.788461538461538
1961,0.903846153846154
1961.08333333333,1
1961.16666666667,1
1961.25,0.846153846153846
1961.33333333333,0.576923076923077
1961.41666666667,0.346153846153846
1961.5,0.0961538461538462
1961.58333333333,0
1961.66666666667,0
1961.75,0
1961.83333333333,0
1961.91666666667,0
1962,0
1962.08333333333,0
1962.16666666667,0
1962.25,0
1962.33333333333,0
1962.41666666667,0
1962.5,0
1962.58333333333,0
1962.66666666667,0
1962.75,0
1962.83333333333,0
1962.91666666667,0
1963,0
1963.08333333333,0
1963.16666666667,0
1963.25,0
1963.33333333333,0
1963.41666666667,0
1963.5,0
1963.58333333333,0
1963.66666666667,0
1963.75,0
1963.83333333333,0
1963.91666666667,0
1964,0
1964.08333333333,0
1964.16666666667,0
1964.25,0
1964.33333333333,0
1964.41666666667,0
1964.5,0
1964.58333333333,0
1964.66666666667,0
1964.75,0
1964.83333333333,0
1964.91666666667,0
1965,0
1965.08333333333,0
1965.16666666667,0
1965.25,0
1965.33333333333,0
1965.41666666667,0
1965.5,0
1965.58333333333,0
1965.66666666667,0
1965.75,0
1965.83333333333,0
1965.91666666667,0
1966,0
1966.08333333333,0
1966.16666666667,0
1966.25,0
1966.33333333333,0
1966.41666666667,0
1966.5,0
1966.58333333333,0
1966.66666666667,0
1966.75,0
1966.83333333333,0
1966.91666666667,0
1967,0
1967.08333333333,0
1967.16666666667,0
1967.25,0
1967.33333333333,0
1967.41666666667,0
1967.5,0
1967.58333333333,0
1967.66666666667,0
1967.75,0
1967.83333333333,0
1967.91666666667,0
1968,0
1968.08333333333,0
1968.16666666667,0
1968.25,0
1968.33333333333,0
1968.41666666667,0
1968.5,0
1968.58333333333,0
1968.66666666667,0
1968.75,0
1968.83333333333,0
1968.91666666667,0
1969,0
1969.08333333333,0
1969.16666666667,0
1969.25,0
1969.33333333333,0
1969.41666666667,0
1969.5,0
1969.58333333333,0
1969.66666666667,0
1969.75,0
1969.83333333333,0
1969.91666666667,0
1970,0
1970.08333333333,0.384615384615385
1970.16666666667,0.942307692307692
1970.25,1
1970.33333333333,1
1970.41666666667,1
1970.5,1
1970.58333333333,1
1970.66666666667,1
1970.75,1
1970.83333333333,1
1970.91666666667,1
1971,1
1971.08333333333,1
1971.16666666667,1
1971.25,1
1971.33333333333,1
1971.41666666667,0.615384615384615
1971.5,0.25
1971.58333333333,0.0192307692307692
1971.66666666667,0
1971.75,0
1971.83333333333,0
1971.91666666667,0
1972,0
1972.08333333333,0
1972.16666666667,0
1972.25,0
1972.33333333333,0
1972.41666666667,0
1972.5,0
1972.58333333333,0
1972.66666666667,0
1972.75,0
1972.83333333333,0
1972.91666666667,0
1973,0
1973.08333333333,0
1973.16666666667,0
1973.25,0
1973.33333333333,0
1973.41666666667,0
1973.5,0
1973.58333333333,0
1973.66666666667,0
1973.75,0
1973.83333333333,0
1973.91666666667,0
1974,0
1974.08333333333,0.0576923076923077
1974.16666666667,0.134615384615385
1974.25,0.115384615384615
1974.33333333333,0.0961538461538462
1974.41666666667,0.153846153846154
1974.5,0.403846153846154
1974.58333333333,0.615384615384615
1974.66666666667,0.846153846153846
1974.75,1
1974.83333333333,1
1974.91666666667,1
1975,1
1975.08333333333,1
